timestamp,user_id,day,quiz_id,image_index,illusion_filename,user_answer,response_time,speed_group,display_time,correct_answer,line_length1,line_length2,actual_difference,arrow_length,angle,arrow_color,is_control,is_correct
2024-11-05 01:35:35,Haleygundie,1,1,14,muller_lyer_day1_illusion39.svg,Left,2.599,Group 1 - Slow,5.0,Left,205,195,10,20,36,red,False,True
2024-11-05 01:35:38,Haleygundie,1,1,15,muller_lyer_day1_illusion22.svg,Left,1.962,Group 1 - Slow,5.0,Left,205,180,25,20,36,black,False,True
2024-11-05 01:35:43,Haleygundie,1,1,16,muller_lyer_day1_illusion24.svg,Left,3.717,Group 1 - Slow,5.0,Left,205,200,5,20,36,black,False,True
2024-11-05 01:35:49,Haleygundie,1,1,17,muller_lyer_day1_illusion10.svg,Same length,5.1,Group 1 - Slow,5.0,Same length,185,185,0,20,36,black,False,True
2024-11-05 01:35:56,Haleygundie,1,1,18,muller_lyer_day1_illusion1.svg,Left,5.856,Group 1 - Slow,5.0,Same length,185,185,0,20,36,black,False,False
2024-11-05 01:35:59,Haleygundie,1,1,19,muller_lyer_day1_illusion44.svg,Left,1.891,Group 1 - Slow,5.0,Left,220,180,40,20,36,red,False,True
2024-11-05 01:36:05,Haleygundie,1,1,20,muller_lyer_day1_illusion17.svg,Same length,4.928,Group 1 - Slow,5.0,Left,205,200,5,20,36,black,False,False
2024-11-05 01:36:08,Haleygundie,1,1,21,muller_lyer_day1_illusion47.svg,Left,2.091,Group 1 - Slow,5.0,Left,210,185,25,20,36,red,False,True
2024-11-05 01:36:13,Haleygundie,1,1,22,muller_lyer_day1_illusion15.svg,Left,3.051,Group 1 - Slow,5.0,Left,205,195,10,20,36,black,False,True
2024-11-05 01:36:17,Haleygundie,1,1,23,muller_lyer_day1_illusion43.svg,Right,2.846,Group 1 - Slow,5.0,Right,200,220,-20,20,36,red,False,True
2024-11-05 01:36:21,Haleygundie,1,1,24,muller_lyer_day1_illusion3.svg,Left,3.334,Group 1 - Slow,5.0,Same length,200,200,0,20,36,black,False,False
2024-11-05 01:36:26,Haleygundie,1,1,25,muller_lyer_day1_illusion20.svg,Left,3.22,Group 1 - Slow,5.0,Left,220,180,40,20,36,black,False,True
2024-11-05 01:36:30,Haleygundie,1,1,26,muller_lyer_day1_illusion4.svg,Left,3.257,Group 1 - Slow,5.0,Same length,180,180,0,20,36,black,False,False
2024-11-05 01:36:34,Haleygundie,1,1,27,muller_lyer_day1_illusion26.svg,Same length,2.449,Group 1 - Slow,5.0,Same length,195,195,0,20,36,red,False,True
2024-11-05 01:36:37,Haleygundie,1,1,28,muller_lyer_day1_illusion45.svg,Left,1.834,Group 1 - Slow,5.0,Left,220,190,30,20,36,red,False,True
2024-11-05 01:36:44,Haleygundie,1,1,29,muller_lyer_day1_illusion36.svg,Right,6.518,Group 1 - Slow,5.0,Same length,190,190,0,20,36,red,False,False
2024-11-05 01:36:49,Haleygundie,1,1,30,muller_lyer_day1_illusion8.svg,Left,3.192,Group 1 - Slow,5.0,Same length,215,215,0,20,36,black,False,False
2024-11-05 01:36:52,Haleygundie,1,1,31,muller_lyer_day1_illusion18.svg,Same length,2.242,Group 1 - Slow,5.0,Right,185,220,-35,20,36,black,False,False
2024-11-05 01:36:56,Haleygundie,1,1,32,muller_lyer_day1_illusion21.svg,Left,2.853,Group 1 - Slow,5.0,Left,220,190,30,20,36,black,False,True
2024-11-05 01:37:01,Haleygundie,1,1,33,muller_lyer_day1_illusion11.svg,Left,3.616,Group 1 - Slow,5.0,Same length,205,205,0,20,36,black,False,False
2024-11-05 01:37:06,Haleygundie,1,1,34,muller_lyer_day1_illusion38.svg,Left,3.396,Group 1 - Slow,5.0,Left,220,215,5,20,36,red,False,True
2024-11-05 01:37:09,Haleygundie,1,1,35,muller_lyer_day1_illusion7.svg,Same length,2.564,Group 1 - Slow,5.0,Same length,215,215,0,20,36,black,False,True
2024-11-05 01:37:13,Haleygundie,1,1,36,muller_lyer_day1_illusion29.svg,Left,2.702,Group 1 - Slow,5.0,Same length,210,210,0,20,36,red,False,False
2024-11-05 01:37:17,Haleygundie,1,1,37,muller_lyer_day1_illusion14.svg,Left,3.102,Group 1 - Slow,5.0,Left,220,215,5,20,36,black,False,True
2024-11-05 01:37:21,Haleygundie,1,1,38,muller_lyer_day1_illusion41.svg,Same length,2.04,Group 1 - Slow,5.0,Left,205,200,5,20,36,red,False,False
2024-11-05 01:37:26,Haleygundie,1,1,39,muller_lyer_day1_illusion48.svg,Left,3.895,Group 1 - Slow,5.0,Left,205,200,5,20,36,red,False,True
2024-11-05 01:37:32,Haleygundie,1,1,40,muller_lyer_day1_illusion16.svg,Same length,5.226,Group 1 - Slow,5.0,Left,205,195,10,20,36,black,False,False
2024-11-05 01:37:36,Haleygundie,1,1,41,muller_lyer_day1_illusion23.svg,Left,2.537,Group 1 - Slow,5.0,Left,210,185,25,20,36,black,False,True
2024-11-05 01:37:43,Haleygundie,1,1,42,muller_lyer_day1_illusion32.svg,Left,6.13,Group 1 - Slow,5.0,Same length,215,215,0,20,36,red,False,False
2024-11-05 01:37:47,Haleygundie,1,1,43,muller_lyer_day1_illusion30.svg,Same length,2.621,Group 1 - Slow,5.0,Same length,195,195,0,20,36,red,False,True
2024-11-05 01:37:50,Haleygundie,1,1,44,muller_lyer_day1_illusion35.svg,Left,2.358,Group 1 - Slow,5.0,Same length,205,205,0,20,36,red,False,False
2024-11-05 01:37:57,Haleygundie,1,1,45,muller_lyer_day1_illusion31.svg,Left,5.717,Group 1 - Slow,5.0,Same length,215,215,0,20,36,red,False,False
2024-11-05 01:38:01,Haleygundie,1,1,46,muller_lyer_day1_illusion40.svg,Same length,2.437,Group 1 - Slow,5.0,Left,205,195,10,20,36,red,False,False
2024-11-05 01:38:04,Haleygundie,1,1,47,muller_lyer_day1_illusion2.svg,Left,2.14,Group 1 - Slow,5.0,Same length,195,195,0,20,36,black,False,False
2024-11-05 01:38:30,Haleygundie,1,0,0,muller_lyer_day1_illusion5.svg,Left,4.722,Group 1 - Fast,0.5,Same length,210,210,0,20,36,black,False,False
2024-11-05 01:38:34,Haleygundie,1,0,1,muller_lyer_day1_illusion10.svg,Left,2.495,Group 1 - Fast,0.5,Same length,185,185,0,20,36,black,False,False
2024-11-05 01:38:37,Haleygundie,1,0,2,muller_lyer_day1_illusion32.svg,Right,2.135,Group 1 - Fast,0.5,Same length,215,215,0,20,36,red,False,False
2024-11-05 01:38:40,Haleygundie,1,0,3,muller_lyer_day1_illusion19.svg,Same length,1.673,Group 1 - Fast,0.5,Right,200,220,-20,20,36,black,False,False
2024-11-05 01:38:43,Haleygundie,1,0,4,muller_lyer_day1_illusion8.svg,Same length,1.686,Group 1 - Fast,0.5,Same length,215,215,0,20,36,black,False,True
2024-11-05 01:38:46,Haleygundie,1,0,5,muller_lyer_day1_illusion13.svg,Same length,1.694,Group 1 - Fast,0.5,Right,185,200,-15,20,36,black,False,False
2024-11-05 01:38:49,Haleygundie,1,0,6,muller_lyer_day1_illusion25.svg,Left,1.69,Group 1 - Fast,0.5,Same length,185,185,0,20,36,red,False,False
2024-11-05 01:38:52,Haleygundie,1,0,7,muller_lyer_day1_illusion4.svg,Left,2.097,Group 1 - Fast,0.5,Same length,180,180,0,20,36,black,False,False
2024-11-05 01:38:55,Haleygundie,1,0,8,muller_lyer_day1_illusion22.svg,Left,1.576,Group 1 - Fast,0.5,Left,205,180,25,20,36,black,False,True
2024-11-05 01:38:57,Haleygundie,1,0,9,muller_lyer_day1_illusion23.svg,Left,1.626,Group 1 - Fast,0.5,Left,210,185,25,20,36,black,False,True
2024-11-05 01:39:01,Haleygundie,1,0,10,muller_lyer_day1_illusion40.svg,Same length,2.855,Group 1 - Fast,0.5,Left,205,195,10,20,36,red,False,False
2024-11-05 01:39:05,Haleygundie,1,0,11,muller_lyer_day1_illusion48.svg,Same length,2.012,Group 1 - Fast,0.5,Left,205,200,5,20,36,red,False,False
2024-11-05 01:39:07,Haleygundie,1,0,12,muller_lyer_day1_illusion11.svg,Same length,1.741,Group 1 - Fast,0.5,Same length,205,205,0,20,36,black,False,True
2024-11-05 01:39:10,Haleygundie,1,0,13,muller_lyer_day1_illusion21.svg,Left,1.587,Group 1 - Fast,0.5,Left,220,190,30,20,36,black,False,True
2024-11-05 01:39:13,Haleygundie,1,0,14,muller_lyer_day1_illusion43.svg,Right,1.699,Group 1 - Fast,0.5,Right,200,220,-20,20,36,red,False,True
2024-11-05 01:39:16,Haleygundie,1,0,15,muller_lyer_day1_illusion18.svg,Right,1.762,Group 1 - Fast,0.5,Right,185,220,-35,20,36,black,False,True
2024-11-05 01:39:19,Haleygundie,1,0,16,muller_lyer_day1_illusion28.svg,Left,1.747,Group 1 - Fast,0.5,Same length,180,180,0,20,36,red,False,False
2024-11-05 01:39:22,Haleygundie,1,0,17,muller_lyer_day1_illusion27.svg,Same length,1.839,Group 1 - Fast,0.5,Same length,200,200,0,20,36,red,False,True
2024-11-05 01:39:26,Haleygundie,1,0,18,muller_lyer_day1_illusion34.svg,Same length,2.92,Group 1 - Fast,0.5,Same length,185,185,0,20,36,red,False,True
2024-11-05 01:39:29,Haleygundie,1,0,19,muller_lyer_day1_illusion9.svg,Left,1.395,Group 1 - Fast,0.5,Same length,200,200,0,20,36,black,False,False
2024-11-05 01:39:32,Haleygundie,1,0,20,muller_lyer_day1_illusion16.svg,Left,1.985,Group 1 - Fast,0.5,Left,205,195,10,20,36,black,False,True
2024-11-05 01:39:35,Haleygundie,1,0,21,muller_lyer_day1_illusion42.svg,Right,1.844,Group 1 - Fast,0.5,Right,185,220,-35,20,36,red,False,True
2024-11-05 01:39:38,Haleygundie,1,0,22,muller_lyer_day1_illusion35.svg,Left,1.729,Group 1 - Fast,0.5,Same length,205,205,0,20,36,red,False,False
2024-11-05 01:39:41,Haleygundie,1,0,23,muller_lyer_day1_illusion38.svg,Left,2.432,Group 1 - Fast,0.5,Left,220,215,5,20,36,red,False,True
2024-11-05 01:39:45,Haleygundie,1,0,24,muller_lyer_day1_illusion30.svg,Left,2.082,Group 1 - Fast,0.5,Same length,195,195,0,20,36,red,False,False
2024-11-05 01:39:49,Haleygundie,1,0,25,muller_lyer_day1_illusion26.svg,Same length,2.925,Group 1 - Fast,0.5,Same length,195,195,0,20,36,red,False,True
2024-11-05 01:39:51,Haleygundie,1,0,26,muller_lyer_day1_illusion20.svg,Left,1.523,Group 1 - Fast,0.5,Left,220,180,40,20,36,black,False,True
2024-11-05 01:39:55,Haleygundie,1,0,27,muller_lyer_day1_illusion3.svg,Same length,2.033,Group 1 - Fast,0.5,Same length,200,200,0,20,36,black,False,True
2024-11-05 01:39:58,Haleygundie,1,0,28,muller_lyer_day1_illusion15.svg,Same length,2.033,Group 1 - Fast,0.5,Left,205,195,10,20,36,black,False,False
2024-11-05 01:40:01,Haleygundie,1,0,29,muller_lyer_day1_illusion45.svg,Same length,1.877,Group 1 - Fast,0.5,Left,220,190,30,20,36,red,False,False
2024-11-05 01:40:04,Haleygundie,1,0,30,muller_lyer_day1_illusion46.svg,Left,1.864,Group 1 - Fast,0.5,Left,205,180,25,20,36,red,False,True
2024-11-05 01:40:07,Haleygundie,1,0,31,muller_lyer_day1_illusion31.svg,Right,1.533,Group 1 - Fast,0.5,Same length,215,215,0,20,36,red,False,False
2024-11-05 01:40:09,Haleygundie,1,0,32,muller_lyer_day1_illusion36.svg,Left,1.607,Group 1 - Fast,0.5,Same length,190,190,0,20,36,red,False,False
2024-11-05 01:40:12,Haleygundie,1,0,33,muller_lyer_day1_illusion37.svg,Same length,1.845,Group 1 - Fast,0.5,Right,185,200,-15,20,36,red,False,False
2024-11-05 01:40:15,Haleygundie,1,0,34,muller_lyer_day1_illusion39.svg,Same length,2.001,Group 1 - Fast,0.5,Left,205,195,10,20,36,red,False,False
2024-11-05 01:40:19,Haleygundie,1,0,35,muller_lyer_day1_illusion14.svg,Same length,2.543,Group 1 - Fast,0.5,Left,220,215,5,20,36,black,False,False
2024-11-05 01:40:22,Haleygundie,1,0,36,muller_lyer_day1_illusion29.svg,Same length,1.932,Group 1 - Fast,0.5,Same length,210,210,0,20,36,red,False,True
2024-11-05 01:40:27,Haleygundie,1,0,37,muller_lyer_day1_illusion33.svg,Left,3.198,Group 1 - Fast,0.5,Same length,200,200,0,20,36,red,False,False
2024-11-05 01:40:30,Haleygundie,1,0,38,muller_lyer_day1_illusion24.svg,Left,2.159,Group 1 - Fast,0.5,Left,205,200,5,20,36,black,False,True
2024-11-05 01:40:33,Haleygundie,1,0,39,muller_lyer_day1_illusion44.svg,Left,1.644,Group 1 - Fast,0.5,Left,220,180,40,20,36,red,False,True
2024-11-05 01:40:36,Haleygundie,1,0,40,muller_lyer_day1_illusion41.svg,Same length,1.719,Group 1 - Fast,0.5,Left,205,200,5,20,36,red,False,False
2024-11-05 01:40:39,Haleygundie,1,0,41,muller_lyer_day1_illusion47.svg,Left,1.77,Group 1 - Fast,0.5,Left,210,185,25,20,36,red,False,True
2024-11-05 01:40:43,Haleygundie,1,0,42,muller_lyer_day1_illusion7.svg,Right,3.053,Group 1 - Fast,0.5,Same length,215,215,0,20,36,black,False,False
2024-11-05 01:40:46,Haleygundie,1,0,43,muller_lyer_day1_illusion6.svg,Left,1.696,Group 1 - Fast,0.5,Same length,195,195,0,20,36,black,False,False
2024-11-05 01:40:49,Haleygundie,1,0,44,muller_lyer_day1_illusion17.svg,Left,1.783,Group 1 - Fast,0.5,Left,205,200,5,20,36,black,False,True
2024-11-05 01:40:52,Haleygundie,1,0,45,muller_lyer_day1_illusion2.svg,Left,2.556,Group 1 - Fast,0.5,Same length,195,195,0,20,36,black,False,False
2024-11-05 01:40:56,Haleygundie,1,0,46,muller_lyer_day1_illusion1.svg,Same length,2.073,Group 1 - Fast,0.5,Same length,185,185,0,20,36,black,False,True
2024-11-05 01:40:59,Haleygundie,1,0,47,muller_lyer_day1_illusion12.svg,Left,2.037,Group 1 - Fast,0.5,Same length,190,190,0,20,36,black,False,False
2024-11-05 03:39:35,HRB,1,0,0,muller_lyer_day1_illusion5.svg,Right,7.081,Group 1 - Fast,0.5,Same length,210,210,0,20,36,black,False,False
2024-11-05 03:39:40,HRB,1,0,1,muller_lyer_day1_illusion10.svg,Left,3.808,Group 1 - Fast,0.5,Same length,185,185,0,20,36,black,False,False
2024-11-05 03:39:45,HRB,1,0,2,muller_lyer_day1_illusion32.svg,Left,3.424,Group 1 - Fast,0.5,Same length,215,215,0,20,36,red,False,False
2024-11-05 03:39:49,HRB,1,0,3,muller_lyer_day1_illusion19.svg,Right,2.865,Group 1 - Fast,0.5,Right,200,220,-20,20,36,black,False,True
2024-11-05 03:39:53,HRB,1,0,4,muller_lyer_day1_illusion8.svg,Same length,2.748,Group 1 - Fast,0.5,Same length,215,215,0,20,36,black,False,True
2024-11-05 03:39:56,HRB,1,0,5,muller_lyer_day1_illusion13.svg,Left,2.221,Group 1 - Fast,0.5,Right,185,200,-15,20,36,black,False,False
2024-11-05 03:40:01,HRB,1,0,6,muller_lyer_day1_illusion25.svg,Same length,3.626,Group 1 - Fast,0.5,Same length,185,185,0,20,36,red,False,True
2024-11-05 03:40:06,HRB,1,0,7,muller_lyer_day1_illusion4.svg,Left,3.82,Group 1 - Fast,0.5,Same length,180,180,0,20,36,black,False,False
2024-11-05 03:40:10,HRB,1,0,8,muller_lyer_day1_illusion22.svg,Left,2.868,Group 1 - Fast,0.5,Left,205,180,25,20,36,black,False,True
2024-11-05 03:40:14,HRB,1,0,9,muller_lyer_day1_illusion23.svg,Left,2.395,Group 1 - Fast,0.5,Left,210,185,25,20,36,black,False,True
2024-11-05 03:40:18,HRB,1,0,10,muller_lyer_day1_illusion40.svg,Left,2.756,Group 1 - Fast,0.5,Left,205,195,10,20,36,red,False,True
2024-11-05 03:40:22,HRB,1,0,11,muller_lyer_day1_illusion48.svg,Right,2.625,Group 1 - Fast,0.5,Left,205,200,5,20,36,red,False,False
2024-11-05 03:40:26,HRB,1,0,12,muller_lyer_day1_illusion11.svg,Left,2.73,Group 1 - Fast,0.5,Same length,205,205,0,20,36,black,False,False
2024-11-05 03:40:29,HRB,1,0,13,muller_lyer_day1_illusion21.svg,Left,2.235,Group 1 - Fast,0.5,Left,220,190,30,20,36,black,False,True
2024-11-05 03:40:33,HRB,1,0,14,muller_lyer_day1_illusion43.svg,Same length,2.373,Group 1 - Fast,0.5,Right,200,220,-20,20,36,red,False,False
2024-11-05 03:40:37,HRB,1,0,15,muller_lyer_day1_illusion18.svg,Same length,3.127,Group 1 - Fast,0.5,Right,185,220,-35,20,36,black,False,False
2024-11-05 03:40:41,HRB,1,0,16,muller_lyer_day1_illusion28.svg,Right,2.592,Group 1 - Fast,0.5,Same length,180,180,0,20,36,red,False,False
2024-11-05 03:40:45,HRB,1,0,17,muller_lyer_day1_illusion27.svg,Left,2.541,Group 1 - Fast,0.5,Same length,200,200,0,20,36,red,False,False
2024-11-05 03:40:48,HRB,1,0,18,muller_lyer_day1_illusion34.svg,Left,2.33,Group 1 - Fast,0.5,Same length,185,185,0,20,36,red,False,False
2024-11-05 03:40:52,HRB,1,0,19,muller_lyer_day1_illusion9.svg,Left,2.549,Group 1 - Fast,0.5,Same length,200,200,0,20,36,black,False,False
2024-11-05 03:40:56,HRB,1,0,20,muller_lyer_day1_illusion16.svg,Left,3.068,Group 1 - Fast,0.5,Left,205,195,10,20,36,black,False,True
2024-11-05 03:41:00,HRB,1,0,21,muller_lyer_day1_illusion42.svg,Left,2.667,Group 1 - Fast,0.5,Right,185,220,-35,20,36,red,False,False
2024-11-05 03:41:04,HRB,1,0,22,muller_lyer_day1_illusion35.svg,Same length,2.446,Group 1 - Fast,0.5,Same length,205,205,0,20,36,red,False,True
2024-11-05 03:41:07,HRB,1,0,23,muller_lyer_day1_illusion38.svg,Left,2.275,Group 1 - Fast,0.5,Left,220,215,5,20,36,red,False,True
2024-11-05 03:41:12,HRB,1,0,24,muller_lyer_day1_illusion30.svg,Same length,3.49,Group 1 - Fast,0.5,Same length,195,195,0,20,36,red,False,True
2024-11-05 03:41:15,HRB,1,0,25,muller_lyer_day1_illusion26.svg,Left,2.514,Group 1 - Fast,0.5,Same length,195,195,0,20,36,red,False,False
2024-11-05 03:41:19,HRB,1,0,26,muller_lyer_day1_illusion20.svg,Left,2.328,Group 1 - Fast,0.5,Left,220,180,40,20,36,black,False,True
2024-11-05 03:41:23,HRB,1,0,27,muller_lyer_day1_illusion3.svg,Left,2.872,Group 1 - Fast,0.5,Same length,200,200,0,20,36,black,False,False
2024-11-05 03:41:27,HRB,1,0,28,muller_lyer_day1_illusion15.svg,Same length,2.431,Group 1 - Fast,0.5,Left,205,195,10,20,36,black,False,False
2024-11-05 03:41:30,HRB,1,0,29,muller_lyer_day1_illusion45.svg,Left,2.678,Group 1 - Fast,0.5,Left,220,190,30,20,36,red,False,True
2024-11-05 03:41:35,HRB,1,0,30,muller_lyer_day1_illusion46.svg,Left,3.315,Group 1 - Fast,0.5,Left,205,180,25,20,36,red,False,True
2024-11-05 03:41:39,HRB,1,0,31,muller_lyer_day1_illusion31.svg,Same length,2.232,Group 1 - Fast,0.5,Same length,215,215,0,20,36,red,False,True
2024-11-05 03:41:43,HRB,1,0,32,muller_lyer_day1_illusion36.svg,Same length,2.895,Group 1 - Fast,0.5,Same length,190,190,0,20,36,red,False,True
2024-11-05 03:41:48,HRB,1,0,33,muller_lyer_day1_illusion37.svg,Left,4.467,Group 1 - Fast,0.5,Right,185,200,-15,20,36,red,False,False
2024-11-05 03:41:52,HRB,1,0,34,muller_lyer_day1_illusion39.svg,Left,2.418,Group 1 - Fast,0.5,Left,205,195,10,20,36,red,False,True
2024-11-05 03:41:56,HRB,1,0,35,muller_lyer_day1_illusion14.svg,Left,2.431,Group 1 - Fast,0.5,Left,220,215,5,20,36,black,False,True
2024-11-05 03:42:00,HRB,1,0,36,muller_lyer_day1_illusion29.svg,Left,2.735,Group 1 - Fast,0.5,Same length,210,210,0,20,36,red,False,False
2024-11-05 03:42:03,HRB,1,0,37,muller_lyer_day1_illusion33.svg,Same length,2.459,Group 1 - Fast,0.5,Same length,200,200,0,20,36,red,False,True
2024-11-05 03:42:07,HRB,1,0,38,muller_lyer_day1_illusion24.svg,Left,2.389,Group 1 - Fast,0.5,Left,205,200,5,20,36,black,False,True
2024-11-05 03:42:10,HRB,1,0,39,muller_lyer_day1_illusion44.svg,Left,2.249,Group 1 - Fast,0.5,Left,220,180,40,20,36,red,False,True
2024-11-05 03:42:14,HRB,1,0,40,muller_lyer_day1_illusion41.svg,Same length,2.329,Group 1 - Fast,0.5,Left,205,200,5,20,36,red,False,False
2024-11-05 03:42:17,HRB,1,0,41,muller_lyer_day1_illusion47.svg,Left,2.253,Group 1 - Fast,0.5,Left,210,185,25,20,36,red,False,True
2024-11-05 03:42:21,HRB,1,0,42,muller_lyer_day1_illusion7.svg,Left,2.325,Group 1 - Fast,0.5,Same length,215,215,0,20,36,black,False,False
2024-11-05 03:42:24,HRB,1,0,43,muller_lyer_day1_illusion6.svg,Same length,2.291,Group 1 - Fast,0.5,Same length,195,195,0,20,36,black,False,True
2024-11-05 03:42:28,HRB,1,0,44,muller_lyer_day1_illusion17.svg,Same length,2.271,Group 1 - Fast,0.5,Left,205,200,5,20,36,black,False,False
2024-11-05 03:42:31,HRB,1,0,45,muller_lyer_day1_illusion2.svg,Left,2.467,Group 1 - Fast,0.5,Same length,195,195,0,20,36,black,False,False
2024-11-05 03:42:35,HRB,1,0,46,muller_lyer_day1_illusion1.svg,Same length,2.359,Group 1 - Fast,0.5,Same length,185,185,0,20,36,black,False,True
2024-11-05 03:42:38,HRB,1,0,47,muller_lyer_day1_illusion12.svg,Left,2.207,Group 1 - Fast,0.5,Same length,190,190,0,20,36,black,False,False
2024-11-05 03:43:08,HRB,1,1,0,muller_lyer_day1_illusion13.svg,Same length,5.06,Group 1 - Slow,5.0,Right,185,200,-15,20,36,black,False,False
2024-11-05 03:43:14,HRB,1,1,1,muller_lyer_day1_illusion27.svg,Left,4.733,Group 1 - Slow,5.0,Same length,200,200,0,20,36,red,False,False
2024-11-05 03:43:18,HRB,1,1,2,muller_lyer_day1_illusion46.svg,Left,2.977,Group 1 - Slow,5.0,Left,205,180,25,20,36,red,False,True
2024-11-05 03:43:22,HRB,1,1,3,muller_lyer_day1_illusion37.svg,Same length,2.882,Group 1 - Slow,5.0,Right,185,200,-15,20,36,red,False,False
2024-11-05 03:43:25,HRB,1,1,4,muller_lyer_day1_illusion42.svg,Same length,2.344,Group 1 - Slow,5.0,Right,185,220,-35,20,36,red,False,False
2024-11-05 03:43:30,HRB,1,1,5,muller_lyer_day1_illusion5.svg,Left,3.133,Group 1 - Slow,5.0,Same length,210,210,0,20,36,black,False,False
2024-11-05 03:43:33,HRB,1,1,6,muller_lyer_day1_illusion28.svg,Left,2.232,Group 1 - Slow,5.0,Same length,180,180,0,20,36,red,False,False
2024-11-05 03:43:39,HRB,1,1,7,muller_lyer_day1_illusion33.svg,Left,4.931,Group 1 - Slow,5.0,Same length,200,200,0,20,36,red,False,False
2024-11-05 03:43:44,HRB,1,1,8,muller_lyer_day1_illusion9.svg,Same length,3.538,Group 1 - Slow,5.0,Same length,200,200,0,20,36,black,False,True
2024-11-05 03:43:48,HRB,1,1,9,muller_lyer_day1_illusion34.svg,Left,2.79,Group 1 - Slow,5.0,Same length,185,185,0,20,36,red,False,False
2024-11-05 03:43:52,HRB,1,1,10,muller_lyer_day1_illusion6.svg,Same length,3.381,Group 1 - Slow,5.0,Same length,195,195,0,20,36,black,False,True
2024-11-05 03:43:57,HRB,1,1,11,muller_lyer_day1_illusion25.svg,Left,3.247,Group 1 - Slow,5.0,Same length,185,185,0,20,36,red,False,False
2024-11-05 03:44:03,HRB,1,1,12,muller_lyer_day1_illusion12.svg,Same length,4.856,Group 1 - Slow,5.0,Same length,190,190,0,20,36,black,False,True
2024-11-05 03:44:06,HRB,1,1,13,muller_lyer_day1_illusion19.svg,Same length,2.239,Group 1 - Slow,5.0,Right,200,220,-20,20,36,black,False,False
2024-11-05 03:44:10,HRB,1,1,14,muller_lyer_day1_illusion39.svg,Left,2.578,Group 1 - Slow,5.0,Left,205,195,10,20,36,red,False,True
2024-11-05 03:44:14,HRB,1,1,15,muller_lyer_day1_illusion22.svg,Left,3.15,Group 1 - Slow,5.0,Left,205,180,25,20,36,black,False,True
2024-11-05 03:44:20,HRB,1,1,16,muller_lyer_day1_illusion24.svg,Left,4.238,Group 1 - Slow,5.0,Left,205,200,5,20,36,black,False,True
2024-11-05 03:44:27,HRB,1,1,17,muller_lyer_day1_illusion10.svg,Left,5.613,Group 1 - Slow,5.0,Same length,185,185,0,20,36,black,False,False
2024-11-05 03:44:34,HRB,1,1,18,muller_lyer_day1_illusion1.svg,Same length,6.578,Group 1 - Slow,5.0,Same length,185,185,0,20,36,black,False,True
2024-11-05 03:44:38,HRB,1,1,19,muller_lyer_day1_illusion44.svg,Left,2.513,Group 1 - Slow,5.0,Left,220,180,40,20,36,red,False,True
2024-11-05 03:44:43,HRB,1,1,20,muller_lyer_day1_illusion17.svg,Left,3.605,Group 1 - Slow,5.0,Left,205,200,5,20,36,black,False,True
